IMO,MainEngineKW,Deadweight,GrossRatedTonnage,Yearbuilt,Annual average Fuel consumption per distance [kg / n mile]
9436707,9480.0,40408,25890,2009,101.86
9436719,9480.0,40404,25864,2010,97.73
9436719,9480.0,40404,25864,2010,99.31
9436719,9480.0,40404,25864,2010,85.84
9436941,12350.0,105309,55898,2010,170.47
9436941,12350.0,105309,55898,2010,163.57
9436941,12350.0,105309,55898,2010,167.21
9437658,11060.0,74863,42344,2009,119.62
9437684,13560.0,115867,61341,2010,189.11
9437684,13560.0,115867,61341,2010,156.01
9437684,13560.0,115867,61341,2010,170.53
9437983,14280.0,109005,60237,2010,163.49
9437983,14280.0,109005,60237,2010,152.39
9437983,14280.0,109005,60237,2010,185.55
9438406,18660.0,158475,81493,2009,186.6
9438406,18660.0,158475,81493,2009,190.49
9438406,18660.0,158475,81493,2009,169.95
9438418,18660.0,158475,81493,2010,207.2
9438418,18660.0,158475,81493,2010,200.88
9438418,18660.0,158475,81493,2010,161.36
9438858,18960.0,109290,66563,2010,217.48
9438858,18960.0,109290,66563,2010,193.82
9438858,18960.0,109290,66563,2010,212.52
9438860,9480.0,109239,66563,2010,208.69
9438860,9480.0,109239,66563,2010,189.06
9438860,9480.0,109239,66563,2010,213.28
9439204,12350.0,105344,55909,2010,156.23
9439539,14820.0,108760,60578,2009,222.29
9439539,14820.0,108760,60578,2009,172.61
9439539,14820.0,108760,60578,2009,178.54
9439541,14820.0,108701,60578,2009,181.09
9439541,14820.0,108701,60578,2009,179.91
9439541,14820.0,108701,60578,2009,182.39
9439670,13560.0,105849,57144,2010,173.63
9439670,13560.0,105849,57144,2010,159.09
9439670,13560.0,105849,57144,2010,132.4
9439773,9480.0,50162,29905,2009,113.73
9439773,9480.0,50162,29905,2009,132.11
9439785,9480.0,50250,29905,2009,80.55
9439785,9480.0,50250,29905,2009,88.09
9439797,9480.0,50215,29905,2009,82.56
9439797,9480.0,50215,29905,2009,86.11
9439802,9480.0,50261,29905,2009,92.16
9439802,9480.0,50261,29905,2009,82.79
9440526,13560.0,112793,62571,2010,180.61
9440526,13560.0,112793,62571,2010,148.36
9440526,13560.0,112793,62571,2010,175.37
9441154,11275.0,73711,42010,2008,167.85
9441166,11275.0,73719,42010,2009,144.52
9441166,11275.0,73719,42010,2009,129.62
9441180,11275.0,73731,42010,2009,142.03
9441180,11275.0,73731,42010,2009,123.12
9441180,11275.0,73731,42010,2009,115.66
9442017,12350.0,105244,55894,2009,151.74
9442017,12350.0,105244,55894,2009,177.56
9442017,12350.0,105244,55894,2009,151.87
9442158,14280.0,109165,60193,2009,261.66
9442249,7200.0,16512,11889,2010,122.92
9443140,13560.0,51763,29726,2011,94.82
9443152,13560.0,51717,29726,2011,77.35
9443841,4008.0,12920,8247,2009,66.31
9443841,4008.0,12920,8247,2009,66.67
9443841,4008.0,12920,8247,2009,67.13
9444455,5943.0,17539,11472,2008,105.18
9444455,5943.0,17539,11472,2008,108.63
9444467,5943.0,17596,11472,2008,97.1
9444467,5943.0,17596,11472,2008,113.08
9445631,25480.0,297115,157039,2011,221.4
9445631,25480.0,297115,157039,2011,230.76
9446116,11770.0,105860,56355,2009,165.38
9446116,11770.0,105860,56355,2009,133.47
9446116,11770.0,105860,56355,2009,152.3
9446374,18660.0,158319,81499,2009,176.31
9446374,18660.0,158319,81499,2009,179.13
9446374,18660.0,158319,81499,2009,196.65
9446427,13560.0,115952,61248,2011,176.59
9446427,13560.0,115952,61248,2011,179.0
9446427,13560.0,115952,61248,2011,171.61
9447732,13560.0,51551,29683,2010,110.98
9447744,13560.0,49999,29680,2010,91.94
9447744,13560.0,49999,29680,2010,98.23
9447744,13560.0,49999,29680,2010,104.42
9447756,13560.0,49999,29680,2010,88.32
9447756,13560.0,49999,29680,2010,90.52
9447756,13560.0,49999,29680,2010,106.5
9447768,13560.0,51551,29669,2012,125.65
9448164,11060.0,74862,42344,2009,122.84
9448700,29260.0,314000,161969,2010,240.7
9449405,18660.0,158489,81499,2011,201.83
9449405,18660.0,158489,81499,2011,146.42
9449405,18660.0,158489,81499,2011,182.88
9450789,9480.0,45971,28090,2010,82.16
9450789,9480.0,45971,28090,2010,213.45
9451214,4320.0,11259,7321,2008,74.03
9451214,4320.0,11259,7321,2008,69.86
9451214,4320.0,11259,7321,2008,68.85
9451460,8530.0,46549,28231,2010,98.0
9451460,8530.0,46549,28231,2010,97.75
9451460,8530.0,46549,28231,2010,89.12
9452880,18660.0,166164,84716,2011,159.4
9452880,18660.0,166164,84716,2011,170.33
9452880,18660.0,166164,84716,2011,167.7
9453030,13560.0,115909,61248,2010,195.58
9453030,13560.0,115909,61248,2010,192.77
9453030,13560.0,115909,61248,2010,157.45
9453810,18660.0,156786,81429,2013,172.06
9453822,16891.0,156803,81429,2014,170.85
9453822,16891.0,156803,81429,2014,165.65
9453846,18660.0,156520,81429,2015,189.88
9453858,18660.0,156548,81429,2015,216.7
9453858,18660.0,156548,81429,2015,204.35
9453860,16891.0,156726,81429,2015,227.79
9453872,16890.0,157055,81429,2016,249.51
9453872,16890.0,157055,81429,2016,222.03
9453884,18660.0,156629,81429,2017,190.45
9453963,14517.0,114165,62851,2010,200.34
9455739,10185.0,52579,30638,2011,113.12
9455806,8598.0,47162,29130,2010,93.17
9455806,8598.0,47162,29130,2010,102.53
9455806,8598.0,47162,29130,2010,115.86
9456927,13560.0,74606,42208,2011,125.8
9456939,13560.0,74577,42208,2012,110.45
9456939,13560.0,74577,42208,2012,105.13
9457024,7860.0,25130,17862,2010,100.5
9457024,7860.0,25130,17862,2010,114.27
9457268,7860.0,48580,30241,2011,107.8
9457268,7860.0,48580,30241,2011,105.24
9457543,22580.0,302965,156990,2013,208.88
9457543,22580.0,302965,156990,2013,216.2
9457593,11700.0,114542,61277,2011,182.1
9457593,11700.0,114542,61277,2011,176.27
9457593,11700.0,114542,61277,2011,232.36
9457608,11700.0,114531,59180,2011,171.83
9457608,11700.0,114531,59180,2011,152.24
9457610,11700.0,114380,59174,2011,149.85
9457610,11700.0,114380,59174,2011,156.77
9457610,11700.0,114380,59174,2011,161.29
9457713,7900.0,50275,29826,2009,129.52
9457713,7900.0,50275,29826,2009,103.85
9457749,7860.0,25145,17846,2011,90.4
9457749,7860.0,25145,17846,2011,98.62
9457892,18660.0,158466,81499,2011,193.68
9457892,18660.0,158466,81499,2011,187.14
9457892,18660.0,158466,81499,2011,195.67
9457907,18660.0,158319,81510,2013,172.56
9457907,18660.0,158319,81510,2013,163.65
9457907,18660.0,158319,81510,2013,184.83
9458016,13560.0,115618,61314,2013,137.66
9458016,13560.0,115618,61314,2013,130.79
9458016,13560.0,115618,61314,2013,168.44
9458054,4440.0,14355,8995,2010,58.7
9458054,4440.0,14355,8995,2010,56.32
9458054,4440.0,14355,8995,2010,62.38
9458494,18660.0,157883,81278,2010,175.34
9458494,18660.0,157883,81278,2010,163.38
9458614,25480.0,297252,157039,2011,269.07
9459060,7860.0,49992,30052,2012,98.49
9459060,7860.0,49992,30052,2012,102.81
9459060,7860.0,49992,30052,2012,110.25
9459084,9480.0,49999,30052,2013,167.38
9459084,9480.0,49999,30052,2013,90.81
9459096,9480.0,49999,30052,2013,131.82
9459242,9480.0,45996,28725,2010,89.85
9459709,11700.0,109994,59174,2012,142.89
9459709,11700.0,109994,59174,2012,141.05
9459709,11700.0,109994,59174,2012,143.9
9460136,29890.0,105304,57237,2010,145.55
9460136,29890.0,105304,57237,2010,174.11
9460239,7200.0,18531,13283,2009,90.81
9460239,7200.0,18531,13283,2009,87.55
9460241,7200.0,18561,13283,2010,79.33
9460241,7200.0,18561,13283,2010,83.43
9460241,7200.0,18561,13283,2010,89.67
9460461,5943.0,17596,11472,2009,85.87
9460461,5943.0,17596,11472,2009,85.6
9460564,13560.0,105391,55909,2011,185.15
9460564,13560.0,105391,55909,2011,171.52
9460576,13560.0,105335,55909,2011,135.75
9460576,13560.0,105335,55909,2011,165.92
9461659,9480.0,50391,30261,2010,94.99
9461659,9480.0,50391,30261,2010,125.65
9461659,9480.0,50391,30261,2010,110.56
9461697,9480.0,52550,30241,2012,101.5
9461697,9480.0,52550,30241,2012,81.65
9461764,18660.0,164716,84735,2010,200.79
9461764,18660.0,164716,84735,2010,110.7
9461764,18660.0,164716,84735,2010,128.4
9461776,18660.0,164714,84735,2011,167.5
9461776,18660.0,164714,84735,2011,148.72
9461831,18660.0,119950,65911,2010,141.58
9461831,18660.0,119950,65911,2010,147.36
9461831,18660.0,119950,65911,2010,131.64
9461843,18660.0,119456,65911,2011,168.01
9461855,18660.0,119456,65911,2011,152.6
9461855,18660.0,119456,65911,2011,143.3
9462897,7860.0,50309,30241,2011,120.83
9462897,7860.0,50309,30241,2011,107.68
9462926,18660.0,158475,81493,2012,161.69
9462926,18660.0,158475,81493,2012,165.77
9462926,18660.0,158475,81493,2012,163.32
9465978,11340.0,49999,30302,2010,81.51
9465978,11340.0,49999,30302,2010,90.77
9465978,11340.0,49999,30302,2010,101.86
9465980,11340.0,49999,30302,2010,96.58
9465980,11340.0,49999,30302,2010,90.59
9465980,11340.0,49999,30302,2010,95.69
9465992,11340.0,49999,30302,2011,93.09
9466013,10680.0,49999,30302,2010,90.89
9466013,10680.0,49999,30302,2010,98.28
9466130,18960.0,109325,67188,2011,211.95
9466130,18960.0,109325,67188,2011,221.68
9466130,18960.0,109325,67188,2011,223.9
9466142,18960.0,109335,66563,2011,262.33
9466142,18960.0,109335,66563,2011,223.65
9466142,18960.0,109335,66563,2011,240.01
9466570,18660.0,156639,83850,2011,204.36
9466570,18660.0,156639,83850,2011,192.72
9466582,16860.0,156597,83805,2010,173.9
9467811,13560.0,74540,42412,2010,103.09
9467811,13560.0,74540,42412,2010,120.17
9468322,27160.0,301866,160043,2011,263.38
9468322,27160.0,301866,160043,2011,237.57
9468671,18660.0,157380,81619,2011,134.09
9468671,18660.0,157380,81619,2011,203.65
9468853,31640.0,319861,170611,2011,229.05
9468853,31640.0,319861,170611,2011,263.27
9469687,29890.0,105304,57237,2011,139.54
9469687,29890.0,105304,57237,2011,142.1
9469687,29890.0,105304,57237,2011,407.1
9470131,13560.0,115984,61336,2011,177.37
9470131,13560.0,115984,61336,2011,174.27
9470911,8598.0,47147,29156,2009,99.0
9470911,8598.0,47147,29156,2009,108.1
9470911,8598.0,47147,29156,2009,80.99
9470959,7860.0,37857,23330,2010,94.73
9470959,7860.0,37857,23330,2010,96.83
9471329,9960.0,74158,42341,2011,123.65
9471329,9960.0,74158,42341,2011,119.35
9471329,9960.0,74158,42341,2011,116.74
9472529,21770.0,149999,93759,2011,246.26
9472529,21770.0,149999,93759,2011,261.61
9472529,21770.0,149999,93759,2011,202.82
9472634,13560.0,116087,61336,2011,167.44
9472634,13560.0,116087,61336,2011,170.73
9473054,13560.0,107546,60205,2011,171.38
9473925,5600.0,17604,11259,2009,67.49
9473925,5600.0,17604,11259,2009,100.55
9474151,4440.0,13226,8958,2008,65.88
9476654,16860.0,149999,85496,2011,218.32
9476812,9480.0,50326,30241,2009,107.19
9476812,9480.0,50326,30241,2009,110.67
9476812,9480.0,50326,30241,2009,94.41
9478614,7900.0,50209,31053,2010,90.79
9478688,7900.0,50171,29981,2010,112.3
9478688,7900.0,50171,29981,2010,96.65
9478690,7900.0,50223,31053,2010,102.46
9478690,7900.0,50223,31053,2010,106.96
9478705,9480.0,50254,31053,2010,114.52
9478705,9480.0,50254,31053,2010,146.73
9478717,9480.0,50238,31053,2010,117.29
9479838,9480.0,50358,29419,2011,105.69
9479838,9480.0,50358,29419,2011,107.04
9479840,8580.0,50383,29419,2011,86.45
9479840,8580.0,50383,29419,2011,105.82
9482603,14280.0,114024,62234,2011,164.65
9482603,14280.0,114024,62234,2011,163.63
9482603,14280.0,114024,62234,2011,152.13
9482627,14280.0,114024,62234,2011,218.71
9482627,14280.0,114024,62234,2011,179.35
9482847,12240.0,76547,43904,2011,132.02
9482847,12240.0,76547,43904,2011,93.79
9482859,12240.0,75618,43904,2011,111.8
9482859,12240.0,75618,43904,2011,118.48
9482861,12240.0,75571,43904,2012,133.99
9482873,12240.0,75618,43904,2012,118.03
9482873,12240.0,75618,43904,2012,97.01
9484089,14280.0,109670,62691,2011,136.23
9484716,29340.0,319285,162863,2010,291.21
9484730,29340.0,319287,162863,2010,295.09
9484742,29340.0,319302,162863,2010,298.11
9484912,8580.0,46184,27220,2012,113.79
9485631,11300.0,73338,42010,2009,105.32
9485631,11300.0,73338,42010,2009,160.78
9486491,29340.0,318218,164680,2011,290.0
9486491,29340.0,318218,164680,2011,278.33
9486506,29340.0,317960,164680,2011,304.11
9486518,29340.0,318506,164680,2012,271.55
9486520,29340.0,318227,164680,2012,243.56
9486520,29340.0,318227,164680,2012,298.49
9486532,25480.0,297058,157052,2010,314.73
9486532,25480.0,297058,157052,2010,247.85
9486544,25480.0,296951,157053,2011,265.24
9486544,25480.0,296951,157053,2011,201.15
9486922,13560.0,104760,56326,2010,117.17
9486922,13560.0,104760,56326,2010,138.83
9486922,13560.0,104760,56326,2010,153.03
9486934,12350.0,104649,56326,2010,143.76
9486934,12350.0,104649,56326,2010,161.52
9486934,12350.0,104649,56326,2010,151.29
9487172,15250.0,109804,61736,2009,233.88
9487263,13548.0,74866,42538,2011,118.22
9487469,9480.0,49996,30052,2013,112.06
9487469,9480.0,49996,30052,2013,99.29
9487469,9480.0,49996,30052,2013,134.74
9487471,9480.0,49995,30052,2013,147.51
9487471,9480.0,49995,30052,2013,94.37
9488413,11275.0,73774,42143,2009,140.1
9488413,11275.0,73774,42143,2009,129.13
9488839,3309.0,11215,7366,2010,51.5
9488839,3309.0,11215,7366,2010,50.15
9489027,14280.0,105131,57748,2011,178.16
9489027,14280.0,105131,57748,2011,168.95
9489039,14280.0,105221,57748,2011,152.28
9493767,18660.0,149996,83562,2011,154.43
9493767,18660.0,149996,83562,2011,162.45
9493779,18660.0,149998,83562,2011,224.61
9494668,8598.0,46147,29130,2010,103.38
9494682,8598.0,47203,29130,2011,112.77
9494682,8598.0,47203,29130,2011,131.07
9495832,2576.0,7097,5036,2008,29.92
9496032,13560.0,74594,42208,2011,146.36
9496032,13560.0,74594,42208,2011,112.86
9496032,13560.0,74594,42208,2011,130.29
9500716,29400.0,319439,164359,2011,240.78
9500716,29400.0,319439,164359,2011,266.85
9500728,29400.0,319478,164364,2012,255.69
9500728,29400.0,319478,164364,2012,288.02
9500730,29400.0,319439,164359,2012,273.64
9500730,29400.0,319439,164359,2012,286.43
9500924,29400.0,319439,164359,2012,263.95
9500924,29400.0,319439,164359,2012,246.05
9500936,29400.0,319439,164364,2012,240.8
9500936,29400.0,319439,164364,2012,319.14
9500936,29400.0,319439,164364,2012,218.38
9501150,31640.0,316373,163066,2011,246.91
9501162,31640.0,316373,162964,2012,223.11
9501162,31640.0,316373,162964,2012,249.83
9501174,31640.0,316373,162964,2012,241.36
9505819,9960.0,114900,61338,2012,141.98
9505819,9960.0,114900,61338,2012,151.76
9505819,9960.0,114900,61338,2012,257.49
9505821,13560.0,114900,61338,2013,148.9
9505821,13560.0,114900,61338,2013,151.56
9505821,13560.0,114900,61338,2013,179.56
9506069,12240.0,76594,43797,2008,165.6
9506069,12240.0,76594,43797,2008,112.59
9506069,12240.0,76594,43797,2008,144.91
9508938,6150.0,19991,11925,2012,76.07
9509023,18660.0,149998,85362,2010,213.04
9509023,18660.0,149998,85362,2010,211.81
9510682,9480.0,49999,30472,2012,127.44
9510682,9480.0,49999,30472,2012,92.28
9511387,13560.0,113905,62504,2010,163.25
9511387,13560.0,113905,62504,2010,174.11
9511387,13560.0,113905,62504,2010,168.71
9511521,13560.0,113867,62504,2010,159.78
9511521,13560.0,113867,62504,2010,192.02
9511521,13560.0,113867,62504,2010,182.22
9511533,13560.0,113860,62504,2010,151.72
9511533,13560.0,113860,62504,2010,183.78
9511533,13560.0,113860,62504,2010,203.15
9512484,13560.0,74127,42341,2012,128.25
9512484,13560.0,74127,42341,2012,126.43
9512484,13560.0,74127,42341,2012,121.92
9512757,9480.0,48023,28813,2009,94.23
9512757,9480.0,48023,28813,2009,89.13
9513115,28460.0,319319,158970,2012,252.95
9513139,18660.0,156532,83850,2011,230.28
9513139,18660.0,156532,83850,2011,220.15
9513139,18660.0,156532,83850,2011,205.55
9514169,13560.0,104626,56326,2011,189.02
9514169,13560.0,104626,56326,2011,166.68
9514169,13560.0,104626,56326,2011,212.04
9514559,25480.0,297376,152727,2010,269.0
9514561,25480.0,297491,152727,2011,258.89
9514561,25480.0,297491,152727,2011,284.69
9515917,9480.0,50155,29924,2013,112.5
9515917,9480.0,50155,29924,2013,94.75
9515917,9480.0,50155,29924,2013,97.06
9515929,25480.0,296988,157039,2010,243.34
9516105,18660.0,157672,81844,2010,175.59
9516105,18660.0,157672,81844,2010,167.15
9516117,18660.0,157642,81844,2011,185.14
9516117,18660.0,157642,81844,2011,179.0
9516258,8960.0,49996,29954,2012,94.83
9516959,15820.0,115903,61332,2011,157.45
9516959,15820.0,115903,61332,2011,153.11
9516959,15820.0,115903,61332,2011,146.29
9519717,31640.0,309988,160493,2011,243.79
9519717,31640.0,309988,160493,2011,274.76
9520857,13560.0,74999,42816,2011,135.69
9520857,13560.0,74999,42816,2011,129.62
9520857,13560.0,74999,42816,2011,142.19
9520869,14280.0,74999,42816,2011,144.56
9521435,12350.0,104583,56320,2012,169.42
9521435,12350.0,104583,56320,2012,119.03
9521435,12350.0,104583,56320,2012,119.86
9521447,13560.0,105511,57081,2013,212.13
9521447,13560.0,105511,57081,2013,120.06
9521447,13560.0,105511,57081,2013,124.73
9522128,15820.0,115812,62878,2012,148.53
9522128,15820.0,115812,62878,2012,142.75
9522128,15820.0,115812,62878,2012,152.56
9522180,25480.0,297228,157039,2011,253.89
9522324,13560.0,113905,62504,2011,165.55
9522324,13560.0,113905,62504,2011,179.66
9522324,13560.0,113905,62504,2011,185.29
9524449,19620.0,158574,82232,2011,193.27
9524449,19620.0,158574,82232,2011,226.82
9524451,19620.0,158574,81282,2011,179.79
9524463,19620.0,158574,81282,2011,227.3
9524463,19620.0,158574,81282,2011,184.09
9524463,19620.0,158574,81282,2011,242.44
9524475,19620.0,158574,81282,2011,208.62
9524475,19620.0,158574,81282,2011,204.51
9524475,19620.0,158574,81282,2011,226.96
9524982,13560.0,104588,56326,2011,133.91
9524982,13560.0,104588,56326,2011,153.31
9524994,13560.0,104623,56326,2011,135.5
9524994,13560.0,104623,56326,2011,145.96
9527403,9480.0,45996,28735,2011,93.01
9527776,6000.0,9438,7386,2011,79.79
9527776,6000.0,9438,7386,2011,82.57
9527776,6000.0,9438,7386,2011,84.2
9527855,15820.0,115707,61332,2013,155.01
9527855,15820.0,115707,61332,2013,141.82
9527855,15820.0,115707,61332,2013,134.53
9528031,15820.0,115738,61332,2011,155.11
9528031,15820.0,115738,61332,2011,175.47
9528031,15820.0,115738,61332,2011,174.37
9528043,15820.0,115896,61332,2011,153.59
9528043,15820.0,115896,61332,2011,142.68
9528043,15820.0,115896,61332,2011,157.28
9528794,29260.0,318129,161513,2011,241.89
9528794,29260.0,318129,161513,2011,183.12
9528902,4500.0,11596,7697,2011,69.4
9529293,17298.0,158621,81380,2011,170.78
9529293,17298.0,158621,81380,2011,163.45
9529293,17298.0,158621,81380,2011,155.61
9529475,17298.0,158532,81818,2012,166.22
9529475,17298.0,158532,81818,2012,151.79
9529487,17298.0,158237,81380,2012,156.61
9529487,17298.0,158237,81380,2012,159.04
9529487,17298.0,158237,81380,2012,158.92
9529499,18280.0,158513,81380,2013,194.58
9529499,18280.0,158513,81380,2013,144.01
9529956,31640.0,314000,160716,2012,221.99
9530618,18660.0,150058,80112,2011,153.81
9530618,18660.0,150058,80112,2011,200.21
9530618,18660.0,150058,80112,2011,258.83
9530890,18660.0,157523,81427,2012,166.29
9530905,27160.0,320350,161177,2012,251.4
9531480,17298.0,157648,81427,2012,186.18
9531636,18660.0,119456,65830,2012,120.41
9531636,18660.0,119456,65830,2012,127.75
9531636,18660.0,119456,65830,2012,137.43
9531648,18660.0,119456,65830,2012,122.14
9531648,18660.0,119456,65830,2012,149.57
9531648,18660.0,119456,65830,2012,175.58
9533995,18660.0,158491,81299,2012,162.91
9533995,18660.0,158491,81299,2012,150.93
9534846,25480.0,297085,157225,2011,261.58
9535412,6618.0,21999,14355,2009,76.2
9536820,9480.0,45953,28736,2012,79.18
9537745,29340.0,323183,164688,2011,450.09
9537757,29340.0,314000,164641,2011,283.48
9537757,29340.0,314000,164641,2011,323.59
9537927,15820.0,115795,61332,2013,148.28
9537927,15820.0,115795,61332,2013,168.8
9537927,15820.0,115795,61332,2013,158.69
9539585,8580.0,49992,28426,2013,85.14
9539597,8580.0,49996,28426,2013,92.03
9540821,9960.0,50475,29411,2012,91.92
9540821,9960.0,50475,29411,2012,89.2
9543536,13560.0,104494,56326,2012,269.32
9543536,13560.0,104494,56326,2012,134.92
9543536,13560.0,104494,56326,2012,148.09
9543548,9480.0,49999,30302,2012,88.85
9543548,9480.0,49999,30302,2012,102.52
9544281,13560.0,115708,61241,2010,151.78
9544281,13560.0,115708,61241,2010,312.39
9544281,13560.0,115708,61241,2010,160.82
9544592,9480.0,48056,28777,2009,83.74
9544592,9480.0,48056,28777,2009,76.21
9544592,9480.0,48056,28777,2009,80.76
9544607,9480.0,48045,28797,2009,79.17
9547506,9480.0,48006,28777,2009,93.17
9550682,11300.0,73427,42010,2009,139.75
9550682,11300.0,73427,42010,2009,138.55
9550682,11300.0,73427,42010,2009,108.03
9550694,11300.0,73410,42010,2009,138.79
9550694,11300.0,73410,42010,2009,153.38
9550709,11300.0,73427,42010,2009,120.47
9550709,11300.0,73427,42010,2009,152.72
9550709,11300.0,73427,42010,2009,126.26
9552800,8580.0,45650,27976,2009,99.63
9552800,8580.0,45650,27976,2009,100.93
9555292,9480.0,47981,28777,2010,99.23
9555292,9480.0,47981,28777,2010,91.31
9555307,9960.0,47991,28798,2010,91.39
9555307,9960.0,47991,28798,2010,94.92
9555319,9480.0,47990,28777,2010,94.44
9556181,12240.0,74996,44034,2011,104.29
9556181,12240.0,74996,44034,2011,116.36
9561370,9480.0,48008,28777,2010,92.29
9561370,9480.0,48008,28777,2010,94.19
9561382,9480.0,48064,28777,2010,87.82
9561382,9480.0,48064,28777,2010,87.02
9563237,25480.0,296999,158618,2012,234.27
9564671,12240.0,74905,40975,2010,128.0
9564671,12240.0,74905,40975,2010,140.79
9565948,18660.0,157648,81314,2011,176.35
9565948,18660.0,157648,81314,2011,199.98
9565948,18660.0,157648,81314,2011,184.62
9565950,18660.0,157740,81314,2011,168.14
9565950,18660.0,157740,81314,2011,176.09
9565950,18660.0,157740,81314,2011,176.95
9568043,9480.0,48005,28777,2010,110.04
9568172,13560.0,105525,57249,2011,164.34
9568172,13560.0,105525,57249,2011,143.22
9568172,13560.0,105525,57249,2011,142.29
9568184,13560.0,105525,57249,2011,161.01
9568184,13560.0,105525,57249,2011,221.31
9568184,13560.0,105525,57249,2011,149.34
9569994,11300.0,73371,42010,2010,127.3
9569994,11300.0,73371,42010,2010,127.94
9570008,11300.0,73180,42053,2011,156.09
9570101,9960.0,48554,30302,2013,108.04
9570101,9960.0,48554,30302,2013,106.5
9571038,12240.0,74902,40975,2010,103.21
9571038,12240.0,74902,40975,2010,123.73
9571038,12240.0,74902,40975,2010,154.19
9572276,14280.0,109581,60193,2011,143.59
9572276,14280.0,109581,60193,2011,152.05
9573658,9480.0,47980,28777,2011,90.36
9573660,9480.0,47917,30242,2010,114.56
9573672,9480.0,47879,28778,2011,108.19
9573684,9480.0,47962,28813,2010,98.86
9573684,9480.0,47962,28813,2010,100.63
9573696,9480.0,47941,28778,2011,93.49
9573701,9480.0,47906,28778,2011,83.61
9573701,9480.0,47906,28778,2011,94.79
9573701,9480.0,47906,28778,2011,93.52
9575541,18660.0,157755,83753,2011,180.03
9575541,18660.0,157755,83753,2011,172.04
9575553,18660.0,157955,83753,2011,173.64
9575553,18660.0,157955,83753,2011,151.24
9575565,18660.0,157871,83753,2012,177.24
9575565,18660.0,157871,83753,2012,177.3
9575577,18660.0,157639,85045,2012,136.7
9575577,18660.0,157639,85045,2012,149.8
9575589,18660.0,157747,83753,2013,136.44
9576820,4900.0,18045,12286,2012,80.52
9577032,16860.0,116715,64089,2011,190.15
9577032,16860.0,116715,64089,2011,232.4
9577032,16860.0,116715,64089,2011,167.21
9577044,16860.0,116619,64089,2012,159.13
9577044,16860.0,116619,64089,2012,211.67
9577056,13560.0,74602,42208,2010,120.69
9577056,13560.0,74602,42208,2010,131.33
9577056,13560.0,74602,42208,2010,121.97
9577068,13560.0,74554,42208,2011,116.37
9577068,13560.0,74554,42208,2011,146.15
9577070,13560.0,74552,42208,2011,140.46
9577082,13560.0,74581,42208,2011,140.2
9577082,13560.0,74581,42208,2011,150.75
9577094,13560.0,74548,42208,2011,117.21
9577094,13560.0,74548,42208,2011,145.64
9577109,13560.0,74552,42208,2011,189.33
9577111,13560.0,74588,42208,2012,121.94
9577111,13560.0,74588,42208,2012,121.96
9577123,13560.0,74565,42208,2012,111.82
9577123,13560.0,74565,42208,2012,131.07
9578385,2925.0,6118,5565,2010,48.29
9578385,2925.0,6118,5565,2010,49.06
9578385,2925.0,6118,5565,2010,40.31
9578634,18660.0,158482,81509,2011,143.46
9578634,18660.0,158482,81509,2011,196.64
9578646,18660.0,158650,81509,2011,190.85
9578646,18660.0,158650,81509,2011,177.67
9578658,18660.0,158670,81509,2011,197.09
9578658,18660.0,158670,81509,2011,178.43
9578658,18660.0,158670,81509,2011,175.69
9579030,18660.0,159236,81232,2011,205.76
9579030,18660.0,159236,81232,2011,182.25
9579042,18660.0,159158,81443,2011,178.22
9579042,18660.0,159158,81443,2011,164.3
9579494,18660.0,157787,84216,2011,204.75
9579511,18170.0,157787,84216,2012,184.31
9579511,18170.0,157787,84216,2012,170.04
9579523,18660.0,157787,84216,2012,174.33
9579523,18660.0,157787,84216,2012,163.32
9579523,18660.0,157787,84216,2012,155.93
9579535,18660.0,157787,84216,2013,147.59
9579547,18660.0,157787,84216,2013,184.54
9579547,18660.0,157787,84216,2013,201.66
9579561,18660.0,157787,84156,2013,151.73
9579561,18660.0,157787,84156,2013,169.01
9579573,18660.0,157638,84394,2013,119.35
9579573,18660.0,157638,84394,2013,152.7
9579573,18660.0,157638,84394,2013,113.87
9579585,18660.0,157638,84156,2014,177.33
9579585,18660.0,157638,84156,2014,164.75
9580390,12240.0,74997,44362,2011,141.45
9580390,12240.0,74997,44362,2011,113.77
9580405,12240.0,74999,42338,2011,202.93
9580405,12240.0,74999,42338,2011,118.49
9580405,12240.0,74999,42338,2011,139.25
9580417,12240.0,69999,42338,2012,146.53
9581203,29400.0,317052,161593,2012,229.89
9581447,9480.0,48020,28802,2011,98.17
9581447,9480.0,48020,28802,2011,102.13
9581447,9480.0,48020,28802,2011,134.6
9584102,12240.0,74908,40976,2011,115.08
9584102,12240.0,74908,40976,2011,93.82
9585871,18660.0,159179,81468,2012,131.51
9585871,18660.0,159179,81468,2012,148.63
9585871,18660.0,159179,81468,2012,134.3
9585883,18660.0,159372,81187,2012,148.48
9585883,18660.0,159372,81187,2012,146.06
9585883,18660.0,159372,81187,2012,151.51
9585895,19620.0,159031,81187,2012,155.52
9585895,19620.0,159031,81187,2012,151.57
9585895,19620.0,159031,81187,2012,129.82
9585900,15720.0,159039,81443,2013,140.87
9587192,18660.0,159058,81453,2012,143.38
9587192,18660.0,159058,81453,2012,167.78
9587192,18660.0,159058,81453,2012,184.12
9587207,18660.0,158982,81453,2012,209.45
9587207,18660.0,158982,81453,2012,157.64
9587312,18660.0,158547,81509,2011,163.33
9587312,18660.0,158547,81509,2011,180.07
9587312,18660.0,158547,81509,2011,181.35
