IMO,MainEngineKW,Deadweight,GrossRatedTonnage,Yearbuilt,Annual average Fuel consumption per distance [kg / n mile]
8905787,3360.0,12223,9094,1995,84.3
8905787,3360.0,12223,9094,1995,84.58
9010929,4080.0,8000,5045,1993,72.1
9010929,4080.0,8000,5045,1993,115.66
9010929,4080.0,8000,5045,1993,123.98
9114608,16859.0,148435,79832,1996,271.81
9125279,5400.0,10044,6877,1996,75.45
9125279,5400.0,10044,6877,1996,67.33
9125279,5400.0,10044,6877,1996,82.97
9144794,14004.0,106504,56127,1998,204.86
9144794,14004.0,106504,56127,1998,217.68
9145437,7940.0,33757,21682,2002,125.11
9145437,7940.0,33757,21682,2002,133.63
9145437,7940.0,33757,21682,2002,121.91
9152820,6000.0,12008,9835,1997,151.64
9152820,6000.0,12008,9835,1997,208.94
9153214,5400.0,12924,8930,1998,69.4
9153214,5400.0,12924,8930,1998,58.96
9153214,5400.0,12924,8930,1998,66.0
9156539,6300.0,16116,11270,1999,77.11
9156539,6300.0,16116,11270,1999,87.18
9158161,8310.0,47431,27526,1999,109.98
9158161,8310.0,47431,27526,1999,143.97
9162916,8561.0,47198,28400,1997,95.4
9166314,5760.0,12712,8886,1999,58.99
9167148,7150.0,34999,22181,1999,103.75
9169615,17816.0,153617,88109,1999,292.39
9169615,17816.0,153617,88109,1999,388.79
9169615,17816.0,153617,88109,1999,240.91
9169768,5300.0,15441,10321,1999,124.82
9169768,5300.0,15441,10321,1999,158.1
9169768,5300.0,15441,10321,1999,141.95
9169782,5300.0,15441,10321,1999,62.05
9169782,5300.0,15441,10321,1999,85.76
9169782,5300.0,15441,10321,1999,87.98
9171175,8580.0,19740,13846,2000,79.23
9171175,8580.0,19740,13846,2000,110.71
9171187,8580.0,19787,13846,2000,84.86
9171187,8580.0,19787,13846,2000,88.54
9171345,8580.0,44990,27254,2000,280.83
9171357,8580.0,44990,27254,2000,133.6
9171357,8580.0,44990,27254,2000,118.67
9172870,8562.0,35161,24185,1999,191.95
9172870,8562.0,35161,24185,1999,213.57
9172870,8562.0,35161,24185,1999,246.3
9173032,2942.0,7076,5281,1998,46.51
9173032,2942.0,7076,5281,1998,51.61
9173733,14049.0,105401,56841,1999,163.65
9175078,16852.0,157327,81565,1999,216.77
9176761,12269.0,74999,39283,1999,165.56
9176761,12269.0,74999,39283,1999,163.58
9176773,11040.0,76002,39283,2000,135.65
9176773,11040.0,76002,39283,2000,196.95
9178044,8562.0,47165,28546,1999,189.76
9178068,8562.0,47106,28546,1999,98.13
9178068,8562.0,47106,28546,1999,132.92
9180126,14049.0,98774,53074,1998,217.95
9180126,14049.0,98774,53074,1998,275.28
9180126,14049.0,98774,53074,1998,240.55
9180164,25468.0,306307,160216,2000,250.46
9182306,22942.0,298677,159397,2000,222.68
9182784,6480.0,18596,11377,2000,111.45
9182784,6480.0,18596,11377,2000,91.23
9185528,15226.0,159959,81151,2000,218.84
9185528,15226.0,159959,81151,2000,196.42
9185530,16916.0,159901,81151,2000,200.37
9185530,16916.0,159901,81151,2000,205.94
9186625,8561.0,47221,28547,1999,95.21
9187057,3840.0,8297,5396,1999,51.54
9187057,3840.0,8297,5396,1999,50.15
9187057,3840.0,8297,5396,1999,49.91
9187227,18630.0,159999,81093,2000,213.28
9187227,18630.0,159999,81093,2000,196.54
9187239,18630.0,159998,81093,2000,179.59
9187239,18630.0,159998,81093,2000,237.68
9187394,5490.0,13677,8882,2001,86.49
9187394,5490.0,13677,8882,2001,54.38
9188099,16388.0,126873,76836,1999,283.41
9188788,16852.0,157449,81565,2000,177.74
9188788,16852.0,157449,81565,2000,194.97
9189110,10370.0,73083,40037,2000,217.22
9192260,14314.0,105856,57680,2000,163.0
9194000,8580.0,19800,13815,2002,181.93
9194000,8580.0,19800,13815,2002,101.13
9194000,8580.0,19800,13815,2002,189.29
9194139,14049.0,99123,56115,1999,200.41
9194995,16460.0,150183,78918,2000,154.84
9196632,25487.0,298561,159383,2002,203.95
9198094,11041.0,104643,58125,2000,146.11
9198094,11041.0,104643,58125,2000,127.13
9199713,11843.0,106644,57331,1999,146.3
9199713,11843.0,106644,57331,1999,164.45
9199713,11843.0,106644,57331,1999,158.15
9203784,16859.0,160373,83724,2000,190.88
9204752,20020.0,126749,72449,1999,274.66
9204752,20020.0,126749,72449,1999,271.58
9204764,8340.0,32230,21353,2000,100.28
9204764,8340.0,32230,21353,2000,112.27
9204764,8340.0,32230,21353,2000,160.64
9204776,8340.0,32238,21353,2001,105.17
9204776,8340.0,32238,21353,2001,101.1
9205067,16859.0,153019,79812,2001,229.86
9205067,16859.0,153019,79812,2001,298.65
9205067,16859.0,153019,79812,2001,272.26
9206671,24538.0,108073,63051,2001,336.92
9206671,24538.0,108073,63051,2001,317.27
9206671,24538.0,108073,63051,2001,318.86
9207027,16859.0,160240,83724,2000,229.33
9207027,16859.0,160240,83724,2000,190.63
9208069,15403.0,147080,80870,2000,176.22
9209130,12880.0,100257,55756,2001,268.68
9209130,12880.0,100257,55756,2001,241.52
9209130,12880.0,100257,55756,2001,239.42
9210919,9000.0,35795,23375,2002,151.04
9210919,9000.0,35795,23375,2002,120.35
9212412,7878.0,35775,23740,2000,129.87
9212412,7878.0,35775,23740,2000,143.96
9212412,7878.0,35775,23740,2000,135.22
9212759,16859.0,160383,83724,2001,218.44
9212759,16859.0,160383,83724,2001,233.14
9213313,13976.0,112118,62385,2001,183.49
9215050,15540.0,109326,61764,2001,207.67
9219056,18624.0,164626,82250,2001,110.98
9220914,8580.0,42721,25063,2001,117.47
9220914,8580.0,42721,25063,2001,115.49
9220926,8580.0,39999,25063,2001,121.95
9220926,8580.0,39999,25063,2001,113.18
9220938,8580.0,42721,25063,2001,111.28
9220938,8580.0,42721,25063,2001,122.19
9221657,10002.0,68467,39085,2001,134.02
9221891,14249.0,105815,59827,2001,228.14
9222132,11517.0,72910,43075,2001,130.79
9222132,11517.0,72910,43075,2001,264.87
9222649,8562.0,47087,28553,2001,106.22
9222704,9268.0,45869,28077,2000,137.19
9222704,9268.0,45869,28077,2000,126.53
9224283,18624.0,160200,81310,2002,162.57
9224283,18624.0,160200,81310,2002,140.95
9224439,18624.0,159167,81085,2001,181.58
9224441,18624.0,159173,81085,2002,530.08
9224441,18624.0,159173,81085,2002,169.06
9224453,18624.0,159196,81085,2002,175.42
9224453,18624.0,159196,81085,2002,226.31
9224465,18624.0,159184,81085,2002,182.79
9224465,18624.0,159184,81085,2002,259.45
9226970,14049.0,98893,56115,2001,171.58
9227443,18624.0,164214,84598,2002,150.83
9227443,18624.0,164214,84598,2002,165.57
9227443,18624.0,164214,84598,2002,175.07
9228784,8580.0,40050,24997,2002,121.79
9228784,8580.0,40050,24997,2002,105.83
9229013,3840.0,9974,6688,2001,532.67
9229350,11327.0,105661,57301,2002,138.77
9229350,11327.0,105661,57301,2002,248.13
9230098,14049.0,105946,59693,2001,173.53
9230098,14049.0,105946,59693,2001,182.93
9230517,18623.0,159453,81270,2002,187.53
9230854,7878.0,35751,23784,2001,85.87
9230892,18624.0,149921,84598,2002,208.35
9230892,18624.0,149921,84598,2002,178.05
9230892,18624.0,149921,84598,2002,188.87
9230969,25510.0,298330,159456,2001,295.11
9230971,12004.0,105344,56346,2001,211.29
9231183,9467.0,37320,25651,2002,131.59
9231183,9467.0,37320,25651,2002,129.43
9231183,9467.0,37320,25651,2002,120.3
9231509,18624.0,159314,81085,2002,259.69
9231509,18624.0,159314,81085,2002,274.59
9231509,18624.0,159314,81085,2002,163.4
9231767,18623.0,164551,84598,2002,189.82
9231767,18623.0,164551,84598,2002,231.89
9231767,18623.0,164551,84598,2002,222.53
9231901,12879.0,112668,62247,2002,194.29
9231901,12879.0,112668,62247,2002,150.91
9232450,1530.0,106106,57062,2002,174.05
9232450,1530.0,106106,57062,2002,190.1
9232876,13548.0,106074,57171,2003,153.92
9232876,13548.0,106074,57171,2003,172.88
9232876,13548.0,106074,57171,2003,182.09
9232888,13548.0,106074,57171,2003,195.63
9232888,13548.0,106074,57171,2003,221.64
9232929,18623.0,159453,81270,2002,157.16
9232929,18623.0,159453,81270,2002,169.38
9233222,18624.0,164445,84586,2002,179.7
9233222,18624.0,164445,84586,2002,270.49
9233222,18624.0,164445,84586,2002,178.71
9233234,12268.0,105709,57508,2002,132.6
9233739,25487.0,309287,160100,2002,229.55
9233741,16860.0,159999,81236,2003,175.1
9233741,16860.0,159999,81236,2003,204.27
9233765,18624.0,159999,81310,2003,194.85
9233777,17297.0,159988,81310,2003,200.1
9233791,25838.0,309449,160083,2003,303.36
9233973,8580.0,45763,27969,2002,80.79
9233973,8580.0,45763,27969,2002,109.42
9233973,8580.0,45763,27969,2002,93.73
9234642,18623.0,164533,84598,2003,230.81
9234678,9467.0,37278,23235,2001,94.1
9235713,14253.0,105109,57022,2003,196.7
9235713,14253.0,105109,57022,2003,162.71
9235713,14253.0,105109,57022,2003,150.92
9235725,14048.0,105166,57022,2003,159.35
9235725,14048.0,105166,57022,2003,168.48
9235892,24116.0,106208,64259,2003,213.02
9235892,24116.0,106208,64259,2003,220.15
9235892,24116.0,106208,64259,2003,208.05
9236353,18623.0,165293,84789,2003,172.23
9236755,9467.0,39443,23241,2002,128.8
9236755,9467.0,39443,23241,2002,119.38
9236755,9467.0,39443,23241,2002,113.32
9236975,7150.0,34801,22184,2002,120.01
9236975,7150.0,34801,22184,2002,84.39
9236975,7150.0,34801,22184,2002,112.75
9236987,7150.0,34810,22184,2003,244.65
9236987,7150.0,34810,22184,2003,168.55
9236999,7150.0,34999,22184,2003,77.33
9237008,7150.0,34801,22184,2003,95.02
9237412,12269.0,104999,58374,2004,173.13
9238868,25485.0,309270,160083,2003,243.72
9239484,18623.0,165209,84789,2003,147.38
9239484,18623.0,165209,84789,2003,173.3
9239484,18623.0,165209,84789,2003,192.27
9239848,16462.0,150103,78922,2003,150.17
9240201,4500.0,8035,6074,2002,510.39
9241607,18624.0,149878,84598,2002,203.57
9241607,18624.0,149878,84598,2002,186.16
9242211,14048.0,104707,59831,2003,144.23
9245794,25485.0,298330,159456,2003,281.28
9246449,8562.0,46136,29998,2002,128.19
9247376,18558.0,159924,83616,2002,194.46
9247376,18558.0,159924,83616,2002,201.05
9247390,12004.0,105411,56346,2003,176.91
9247390,12004.0,105411,56346,2003,160.66
9247390,12004.0,105411,56346,2003,176.27
9247429,16858.0,151848,79668,2003,186.31
9247429,16858.0,151848,79668,2003,166.14
9247443,14313.0,111920,63213,2003,157.53
9247479,9467.0,39480,23236,2002,116.33
9247479,9467.0,39480,23236,2002,124.91
9247479,9467.0,39480,23236,2002,106.12
9247481,9467.0,39441,23236,2002,128.59
9247481,9467.0,39441,23236,2002,104.2
9247481,9467.0,39441,23236,2002,111.58
9247493,8580.0,40219,25400,2004,93.52
9247508,11640.0,40250,25400,2004,112.18
9247508,11640.0,40250,25400,2004,104.59
9247508,11640.0,40250,25400,2004,104.57
9248409,18623.0,159966,83616,2005,164.46
9248409,18623.0,159966,83616,2005,157.28
9248423,18624.0,159988,81310,2003,191.63
9248423,18624.0,159988,81310,2003,192.9
9248473,25485.0,299152,156916,2002,287.48
9248796,8580.0,39975,25287,2003,124.34
9248796,8580.0,39975,25287,2003,152.39
9248796,8580.0,39975,25287,2003,108.13
9248801,8580.0,40039,25287,2003,125.8
9248801,8580.0,40039,25287,2003,123.58
9248801,8580.0,40039,25287,2003,99.63
9248813,18623.0,159437,81270,2003,221.46
9248825,18623.0,159385,81270,2003,211.1
9248825,18623.0,159385,81270,2003,156.16
9249075,16780.0,166739,84315,2004,226.35
9249075,16780.0,166739,84315,2004,241.39
9249075,16780.0,166739,84315,2004,227.72
9249087,16780.0,166447,84315,2005,238.55
9249087,16780.0,166447,84315,2005,201.11
9249099,13530.0,94143,55096,2003,187.4
9249099,13530.0,94143,55096,2003,193.91
9249099,13530.0,94143,55096,2003,293.89
9249180,13549.0,104801,58088,2003,178.51
9249180,13549.0,104801,58088,2003,143.74
9250531,13548.0,106290,57062,2004,170.65
9250531,13548.0,106290,57062,2004,150.81
9250531,13548.0,106290,57062,2004,150.13
9250543,13741.0,106162,57062,2004,352.75
9251456,7877.0,38875,25507,2003,91.72
9251547,8562.0,40218,25063,2002,129.16
9251547,8562.0,40218,25063,2002,125.64
9251547,8562.0,40218,25063,2002,118.94
9251559,8561.0,40218,25063,2003,111.05
9251559,8561.0,40218,25063,2003,122.81
9251559,8561.0,40218,25063,2003,121.34
9251640,8340.0,32445,21353,2001,115.65
9251640,8340.0,32445,21353,2001,113.99
9251640,8340.0,32445,21353,2001,102.6
9251652,8340.0,32428,21356,2003,114.0
9251652,8340.0,32428,21356,2003,105.03
9251652,8340.0,32428,21356,2003,110.3
9251664,8340.0,32580,21353,2002,114.19
9251664,8340.0,32580,21353,2002,124.29
9251664,8340.0,32580,21353,2002,106.5
9251743,8100.0,21297,13740,2004,142.84
9251743,8100.0,21297,13740,2004,103.23
9251743,8100.0,21297,13740,2004,111.28
9252292,6078.0,34558,22184,2003,104.03
9252371,13592.0,105995,57171,2003,160.72
9252371,13592.0,105995,57171,2003,163.97
9252371,13592.0,105995,57171,2003,201.88
9252400,8561.0,47045,28553,2002,121.8
9252400,8561.0,47045,28553,2002,153.07
9252400,8561.0,47045,28553,2002,158.7
9252943,12269.0,71522,41913,2003,117.51
9252943,12269.0,71522,41913,2003,139.73
9252955,12269.0,71498,41913,2003,127.67
9252955,12269.0,71498,41913,2003,153.21
9252967,12000.0,105387,56203,2003,136.25
9252967,12000.0,105387,56203,2003,138.7
9252979,12000.0,105250,56203,2003,135.97
9252979,12000.0,105250,56203,2003,145.06
9253064,15530.0,107123,58166,2003,131.64
9253129,8562.0,40081,25382,2004,135.77
9253129,8562.0,40081,25382,2004,101.52
9253129,8562.0,40081,25382,2004,106.42
9253234,9467.0,39575,23217,2003,113.29
9253234,9467.0,39575,23217,2003,124.94
9253234,9467.0,39575,23217,2003,119.35
9253258,8044.0,39550,23217,2003,130.14
9253258,8044.0,39550,23217,2003,116.62
9253258,8044.0,39550,23217,2003,109.22
9253313,14313.0,105666,58405,2003,187.03
9253325,14313.0,105651,57680,2004,207.56
9253325,14313.0,105651,57680,2004,168.13
9253777,8580.0,40083,25382,2004,181.12
9253777,8580.0,40083,25382,2004,122.82
9253777,8580.0,40083,25382,2004,113.78
9253894,12372.0,149991,79525,2002,172.04
9253894,12372.0,149991,79525,2002,151.22
9254070,8561.0,47015,28567,2003,73.8
9254070,8561.0,47015,28567,2003,108.23
9254240,8561.0,47024,28567,2003,76.68
9254240,8561.0,47024,28567,2003,79.29
9254862,11444.0,70146,41679,2003,154.88
9254862,11444.0,70146,41679,2003,156.19
9255282,9450.0,25084,15980,2004,108.49
9255282,9450.0,25084,15980,2004,109.88
9255282,9450.0,25084,15980,2004,98.58
9255294,9450.0,25117,15980,2005,94.2
9255294,9450.0,25117,15980,2005,113.87
9255294,9450.0,25117,15980,2005,111.09
9255488,8340.0,32464,21329,2003,103.59
9255488,8340.0,32464,21329,2003,107.87
9255488,8340.0,32464,21329,2003,112.0
9255490,8340.0,32310,21329,2004,94.69
9255490,8340.0,32310,21329,2004,123.95
9255490,8340.0,32310,21329,2004,113.32
9255660,11344.0,105330,57301,2004,146.89
9255660,11344.0,105330,57301,2004,148.14
9255660,11344.0,105330,57301,2004,141.89
9255672,11344.0,105330,57301,2004,144.3
9255672,11344.0,105330,57301,2004,134.23
9255672,11344.0,105330,57301,2004,124.32
9255878,5366.0,13702,8829,2003,58.08
9255878,5366.0,13702,8829,2003,60.32
9255878,5366.0,13702,8829,2003,57.17
9255880,14049.0,105588,59719,2002,180.19
9255880,14049.0,105588,59719,2002,201.89
9255880,14049.0,105588,59719,2002,232.54
9256016,10002.0,68467,39085,2003,106.98
9256028,10002.0,68439,39085,2003,130.67
9256054,15519.0,114597,62586,2003,138.38
9256054,15519.0,114597,62586,2003,155.38
9256054,15519.0,114597,62586,2003,150.18
9256066,15519.0,114639,62586,2003,140.78
9256066,15519.0,114639,62586,2003,204.84
9256066,15519.0,114639,62586,2003,221.72
9256420,4350.0,6319,6280,2003,45.85
9256420,4350.0,6319,6280,2003,50.5
9256420,4350.0,6319,6280,2003,54.03
9256432,4350.0,6719,6556,2003,51.96
9256432,4350.0,6719,6556,2003,50.02
9256432,4350.0,6719,6556,2003,50.86
9256468,13549.0,104864,58088,2003,150.72
9256626,11290.0,70296,42771,2003,322.28
9256626,11290.0,70296,42771,2003,123.67
9256626,11290.0,70296,42771,2003,152.21
9256638,11290.0,70362,42771,2003,112.88
9257022,12000.0,105745,56172,2003,232.97
9257137,18660.0,158553,82982,2003,247.65
9257711,8580.0,46757,29188,2003,110.27
9257993,15806.0,115707,62395,2003,206.79
9258363,8561.0,45770,27969,2002,94.89
9258595,8580.0,47288,27819,2004,105.81
9258600,9480.0,47122,27257,2004,94.07
9258600,9480.0,47122,27257,2004,107.43
9258674,8562.0,46349,27627,2003,98.5
9258674,8562.0,46349,27627,2003,134.07
9258674,8562.0,46349,27627,2003,157.11
9258868,15820.0,114809,63661,2003,237.33
9258868,15820.0,114809,63661,2003,176.82
9258870,15820.0,114761,63661,2003,197.14
9258870,15820.0,114761,63661,2003,193.03
9258882,15820.0,114809,63661,2003,120.14
9259173,12800.0,107132,57943,2002,271.69
9259317,13548.0,70156,41397,2003,155.65
9259317,13548.0,70156,41397,2003,149.23
9259599,12000.0,105611,56204,2003,153.45
9259707,11470.0,84999,50199,2002,163.2
9259707,11470.0,84999,50199,2002,162.81
9259707,11470.0,84999,50199,2002,170.96
9259721,16860.0,159149,84855,2003,192.38
9259733,16864.0,159149,84855,2004,157.11
9259733,16864.0,159149,84855,2004,230.0
9259745,16860.0,159549,84855,2004,174.59
9259745,16860.0,159549,84855,2004,192.45
9260005,9601.0,39634,23235,2003,122.12
9260005,9601.0,39634,23235,2003,121.22
9260005,9601.0,39634,23235,2003,114.2
9260079,7980.0,40055,22515,2003,111.95
9260079,7980.0,40055,22515,2003,108.35
9260079,7980.0,40055,22515,2003,122.92
9260081,7980.0,40011,22515,2003,117.71
9260081,7980.0,40011,22515,2003,102.83
9260263,8562.0,40188,25108,2003,110.06
9260263,8562.0,40188,25108,2003,126.77
9260263,8562.0,40188,25108,2003,86.23
9261102,6300.0,16613,11935,2002,59.37
9261102,6300.0,16613,11935,2002,63.87
9261102,6300.0,16613,11935,2002,62.87
9261114,6300.0,16614,11935,2003,65.06
9261114,6300.0,16614,11935,2003,62.93
9261114,6300.0,16614,11935,2003,61.44
9261619,11344.0,105869,57314,2003,174.44
9261619,11344.0,105869,57314,2003,177.17
9262168,27162.0,299984,159929,2004,282.94
9262194,10371.0,73021,40013,2003,135.39
9262194,10371.0,73021,40013,2003,112.4
9262754,27160.0,300667,159960,2003,241.57
9262754,27160.0,300667,159960,2003,232.89
9262766,27160.0,300727,159912,2003,304.06
9262900,9480.0,47999,28799,2004,131.21
9262900,9480.0,47999,28799,2004,124.81
9262900,9480.0,47999,28799,2004,97.74
9262912,9480.0,47999,28799,2004,92.74
9262912,9480.0,47999,28799,2004,107.75
9262912,9480.0,47999,28799,2004,133.94
9263174,7980.0,40007,22518,2004,90.18
9263174,7980.0,40007,22518,2004,96.3
9263382,6480.0,18736,11377,2003,67.01
9263382,6480.0,18736,11377,2003,71.69
9263382,6480.0,18736,11377,2003,70.55
9263693,8185.0,46219,30024,2003,90.47
9263693,8185.0,46219,30024,2003,85.02
9263916,8580.0,47094,28517,2004,101.66
9263916,8580.0,47094,28517,2004,92.98
9263916,8580.0,47094,28517,2004,97.81
9264570,11770.0,105965,56358,2002,142.53
9264570,11770.0,105965,56358,2002,150.74
9265366,10002.0,68439,39085,2003,100.24
9265689,9267.0,45974,28323,2003,115.82
9265689,9267.0,45974,28323,2003,114.77
9265689,9267.0,45974,28323,2003,121.15
9266841,12239.0,106138,58070,2003,154.34
9266841,12239.0,106138,58070,2003,156.85
9266841,12239.0,106138,58070,2003,142.32
9266853,12240.0,106085,58070,2004,296.94
9267558,8450.0,14750,9910,2004,76.79
9267558,8450.0,14750,9910,2004,72.34
9267558,8450.0,14750,9910,2004,68.36
9269245,11275.0,73431,42011,2004,140.77
9269245,11275.0,73431,42011,2004,150.5
9269245,11275.0,73431,42011,2004,162.38
9269257,11275.0,73495,42011,2004,135.1
9269257,11275.0,73495,42011,2004,165.89
9269403,8400.0,29524,19875,2003,113.02
9269403,8400.0,29524,19875,2003,122.37
9269403,8400.0,29524,19875,2003,110.52
9270488,11300.0,72365,40763,2004,122.82
9270490,11300.0,72365,40763,2004,162.05
9270737,9480.0,47999,28799,2004,168.27
9270737,9480.0,47999,28799,2004,140.25
9270737,9480.0,47999,28799,2004,158.72
9271327,11547.0,105845,59061,2003,134.84
9271327,11547.0,105845,59061,2003,118.13
9271327,11547.0,105845,59061,2003,134.99
9271341,18630.0,155009,80591,2004,218.01
9271341,18630.0,155009,80591,2004,187.7
9271377,11770.0,105985,56365,2003,136.25
9271406,11547.0,105817,56477,2003,173.17
9271406,11547.0,105817,56477,2003,149.37
9271585,16440.0,150581,78896,2004,189.5
9271585,16440.0,150581,78896,2004,235.57
9271585,16440.0,150581,78896,2004,181.62
9272204,9480.0,47171,27472,2005,101.53
9272204,9480.0,47171,27472,2005,121.4
9272395,9480.0,45975,28059,2003,95.23
9273064,16858.0,148644,80918,2005,370.52
9273064,16858.0,148644,80918,2005,334.32
9273064,16858.0,148644,80918,2005,316.72
9273557,16858.0,148644,80918,2005,345.23
9273557,16858.0,148644,80918,2005,324.77
9273557,16858.0,148644,80918,2005,296.83
9273844,12800.0,107113,57948,2004,155.51
9273844,12800.0,107113,57948,2004,178.87
9274094,12240.0,72768,41583,2006,132.12
9274446,18624.0,159083,81328,2004,191.24
9274446,18624.0,159083,81328,2004,174.0
9274446,18624.0,159083,81328,2004,163.86
9274484,9481.0,45887,28098,2003,91.54
9274628,8580.0,37188,26634,2004,101.36
9274630,8580.0,37188,26634,2004,105.77
9274630,8580.0,37188,26634,2004,95.58
9274642,8580.0,36941,26659,2004,106.17
9274642,8580.0,36941,26659,2004,105.49
9274654,8580.0,37300,26659,2005,107.29
9274654,8580.0,37300,26659,2005,89.41
9274678,8580.0,36809,26659,2005,96.41
9274678,8580.0,36809,26659,2005,91.28
9274678,8580.0,36809,26659,2005,89.51
9274800,14313.0,114549,62877,2004,194.09
9274800,14313.0,114549,62877,2004,150.73
9274800,14313.0,114549,62877,2004,136.35
9275256,7150.0,34656,22184,2004,117.11
9275256,7150.0,34656,22184,2004,93.38
9275256,7150.0,34656,22184,2004,98.94
9275268,7150.0,34656,22184,2004,110.49
9275268,7150.0,34656,22184,2004,118.85
9275268,7150.0,34656,22184,2004,90.21
9275725,10223.0,69636,40038,2003,133.27
9275749,10223.0,69636,40038,2004,113.84
9275751,11451.0,70312,42307,2004,133.73
9275969,11522.0,72909,43075,2004,162.81
9275969,11522.0,72909,43075,2004,97.12
9275969,11522.0,72909,43075,2004,129.44
9276597,14313.0,103755,58193,2004,170.34
9276597,14313.0,103755,58193,2004,171.52
9276597,14313.0,103755,58193,2004,154.06
9277735,13548.0,74999,42432,2004,159.12
9277735,13548.0,74999,42432,2004,148.63
9277735,13548.0,74999,42432,2004,153.45
9279719,9481.0,45948,28069,2004,103.8
9279719,9481.0,45948,28069,2004,94.39
9279719,9481.0,45948,28069,2004,97.79
9279733,9481.0,45879,28150,2004,100.59
9279733,9481.0,45879,28150,2004,93.33
9280354,12240.0,71010,38833,2004,222.25
9280366,12240.0,71024,38833,2004,214.66
9280366,12240.0,71024,38833,2004,147.57
9280586,12268.0,72663,41503,2004,138.41
9280586,12268.0,72663,41503,2004,165.24
9280586,12268.0,72663,41503,2004,96.99
9281009,14303.0,115048,62845,2004,211.95
9281009,14303.0,115048,62845,2004,181.22
9281152,18623.0,159073,80620,2004,212.49
9281152,18623.0,159073,80620,2004,157.1
9281853,10223.0,69714,40038,2004,136.81
9281853,10223.0,69714,40038,2004,136.81
9281932,10302.0,51383,30095,2005,103.81
9281932,10302.0,51383,30095,2005,99.32
9282479,15801.0,114809,63661,2005,172.4
9282493,15801.0,113782,63462,2005,159.57
9282493,15801.0,113782,63462,2005,240.75
9282508,15801.0,113782,63462,2005,137.9
9282510,9480.0,46874,28309,2004,90.98
9282510,9480.0,46874,28309,2004,126.49
9282510,9480.0,46874,28309,2004,94.97
9282558,9480.0,46847,28245,2005,98.66
9282558,9480.0,46847,28245,2005,96.88
9282558,9480.0,46847,28245,2005,110.84
9282625,11300.0,72825,40690,2005,174.41
9282625,11300.0,72825,40690,2005,153.7
9282912,13530.0,107113,57948,2005,339.52
9282986,9467.0,37106,23246,2004,351.4
9282998,12099.0,72514,41526,2004,154.51
9282998,12099.0,72514,41526,2004,175.76
9282998,12099.0,72514,41526,2004,145.22
9283241,15173.0,159426,83594,2004,183.13
9283241,15173.0,159426,83594,2004,141.66
9283617,11300.0,72829,40690,2004,145.2
9283617,11300.0,72829,40690,2004,136.6
9283629,11500.0,72854,40690,2004,139.85
9283629,11500.0,72854,40690,2004,174.39
9283629,11500.0,72854,40690,2004,126.62
9283710,8561.0,46955,29268,2004,98.02
9283710,8561.0,46955,29268,2004,84.35
9283710,8561.0,46955,29268,2004,85.14
9283796,8561.0,37432,25124,2004,117.87
9283796,8561.0,37432,25124,2004,102.37
9284817,9480.0,50379,30971,2005,134.45
9284946,25088.0,299095,156914,2003,234.29
9285835,12195.0,115340,62806,2005,195.04
9285835,12195.0,115340,62806,2005,148.81
9285835,12195.0,115340,62806,2005,182.76
9285847,13548.0,115340,62806,2005,170.66
9285847,13548.0,115340,62806,2005,177.01
9285847,13548.0,115340,62806,2005,171.37
9285859,12195.0,115341,62806,2006,190.73
9285859,12195.0,115341,62806,2006,198.59
9285859,12195.0,115341,62806,2006,157.24
9285861,10673.0,103124,58193,2004,144.18
9285861,10673.0,103124,58193,2004,157.31
9285861,10673.0,103124,58193,2004,138.54
9286047,9832.0,37299,23235,2004,113.5
9286229,18630.0,159106,81074,2004,225.76
9286229,18630.0,159106,81074,2004,169.43
9286281,18630.0,159100,81074,2004,191.6
9286281,18630.0,159100,81074,2004,196.48
9286657,16440.0,149993,78845,2005,175.24
9286827,5300.0,13700,8829,2004,64.26
9286827,5300.0,13700,8829,2004,54.13
9286827,5300.0,13700,8829,2004,54.84
9288021,9480.0,46187,30180,2005,102.82
9288021,9480.0,46187,30180,2005,83.64
9288356,13548.0,70681,42172,2005,174.53
9288356,13548.0,70681,42172,2005,141.87
9288382,8580.0,46178,27284,2004,144.97
9288382,8580.0,46178,27284,2004,137.86
9288693,14313.0,111013,62320,2004,152.19
9288693,14313.0,111013,62320,2004,154.42
9288693,14313.0,111013,62320,2004,181.07
9288708,14280.0,111006,62320,2005,137.38
9288708,14280.0,111006,62320,2005,132.19
9288708,14280.0,111006,62320,2005,251.72
9288722,14313.0,111004,62320,2005,150.03
9288722,14313.0,111004,62320,2005,137.75
9288722,14313.0,111004,62320,2005,206.65
9288734,11344.0,105042,57296,2005,151.2
9288734,11344.0,105042,57296,2005,160.29
9288734,11344.0,105042,57296,2005,133.48
9288746,11344.0,105042,57296,2005,148.72
9288746,11344.0,105042,57296,2005,134.23
9288746,11344.0,105042,57296,2005,128.43
9288772,8680.0,37432,25124,2005,107.3
9288863,13548.0,115639,62796,2004,167.15
9288863,13548.0,115639,62796,2004,180.52
9288863,13548.0,115639,62796,2004,178.61
9288887,16858.0,159331,83594,2005,166.8
9288887,16858.0,159331,83594,2005,196.67
9288899,16858.0,159342,83594,2005,198.05
9288899,16858.0,159342,83594,2005,179.61
9288916,8580.0,40354,25108,2004,97.71
9288916,8580.0,40354,25108,2004,123.17
9288916,8580.0,40354,25108,2004,126.11
9288930,9467.0,37178,23246,2004,100.56
